bedrooms,bathrooms,sqft_living,floors,price
4,3.0,2620,1.0,659500
3,1.5,1140,1.0,200000
3,2.0,1790,1.0,280000
3,2.0,2140,1.0,346150
3,1.0,1330,2.0,197500
4,2.5,2590,2.0,799000
2,1.0,1620,1.0,350000
4,2.5,2440,2.0,720000
3,2.75,2020,1.0,519000
3,1.5,1470,2.0,590300
6,2.75,2520,1.0,410000
2,1.75,1440,1.0,437000
3,2.25,1640,1.0,221000
4,2.25,2150,1.0,380000
2,1.0,1570,1.0,506000
4,1.0,1980,1.0,395000
3,1.0,1210,1.5,285000
3,1.75,1900,1.5,311000
3,1.75,1940,1.0,520000
3,1.75,1310,1.0,435000
2,1.0,990,1.0,120000
3,2.0,1340,1.0,186000
4,2.25,2160,1.0,756000
4,2.0,2080,1.0,248000
3,2.0,1300,1.5,287000
4,2.5,2610,2.0,510000
3,1.0,1050,1.0,249000
3,2.5,2480,2.0,340000
4,2.25,1820,1.5,399888
3,1.75,1170,1.0,440000
4,2.25,2370,1.0,899000
5,3.75,3090,2.0,540500
3,1.75,2310,1.0,385000
4,2.25,2060,1.0,558000
3,2.0,2540,1.0,600000
4,2.5,2400,2.0,450000
3,1.0,1320,1.0,232500
2,1.0,790,1.0,436000
4,2.0,1790,1.0,240000
3,2.25,1820,2.0,489950
6,2.0,1670,1.0,680000
3,2.0,1430,1.0,352450
4,2.0,2030,1.0,335000
4,1.75,1290,2.0,549000
4,3.25,2520,1.5,618250
2,1.75,1590,1.5,850000
5,2.0,3530,1.5,930000
3,2.5,1610,2.0,505000
4,2.5,3280,2.0,925000
3,1.75,1860,1.0,275000
3,1.75,1840,1.0,499000
3,2.5,2120,2.0,507000
4,2.5,2270,1.0,619850
3,2.5,2840,1.0,500000
4,1.5,1220,1.0,310000
4,2.5,2310,2.0,646000
3,1.75,1840,1.0,265000
3,2.5,950,2.0,475000
4,2.25,3070,2.0,600000
3,2.0,1730,1.0,470000
2,1.0,920,1.0,319950
3,2.75,3200,2.0,712000
4,2.75,3010,2.0,775000
3,2.25,1600,1.0,390000
4,2.5,2840,2.0,585000
3,1.75,1750,2.0,232603
3,2.25,1240,3.0,543000
3,3.25,1530,3.0,607500
3,3.5,3390,2.0,750000
3,2.5,2320,1.0,728050
4,2.5,2650,2.0,734990
3,2.5,2238,2.0,330000
4,2.5,2620,2.0,605000
3,2.75,1910,1.0,441000
4,2.5,3040,2.0,650000
3,1.0,1500,1.0,395000
1,0.75,380,1.0,245000
4,3.5,2970,2.0,905000
4,3.25,3030,2.0,660000
4,2.5,1890,1.0,378000
2,1.0,1040,1.0,600000
4,2.5,2090,2.0,632500
2,2.0,1680,2.0,210000
2,2.5,2770,2.0,754800
2,1.0,1020,1.0,175000
3,2.25,1470,2.0,455000
3,2.0,1430,1.0,450000
4,1.75,2050,1.0,790000
4,1.0,2080,1.0,480000
3,2.25,2870,2.0,850000
4,3.25,3940,2.0,725000
3,1.5,1520,1.0,380000
3,1.5,1700,1.0,979000
3,2.25,1940,1.0,359950
4,2.25,2870,2.0,665900
3,3.25,3240,2.0,812000
3,1.0,1150,1.0,203000
3,1.5,1440,1.0,456000
5,2.5,2200,1.5,547000
3,2.0,1470,1.0,280000
2,1.75,1760,1.0,640000
3,1.75,1780,1.0,477000
4,2.25,2450,1.0,455000
3,3.5,1890,2.0,587206
3,2.5,2540,2.0,425000
4,1.0,1360,1.5,511500
2,2.0,1310,2.0,218000
3,2.0,1510,1.0,332000
3,1.5,1860,1.0,291000
4,2.0,2200,1.0,279000
4,2.5,3360,2.0,950000
3,2.75,2470,2.0,970500
2,1.0,1260,1.0,412000
3,1.0,1430,1.5,400000
3,2.25,1230,1.5,200000
4,2.5,2320,2.0,397000
4,2.5,3290,2.0,715000
4,2.5,2550,2.0,371000
3,2.5,1870,2.0,458000
5,3.0,3110,1.0,436500
3,2.5,1820,2.0,329950
3,3.25,3050,1.0,950000
4,2.0,1890,2.0,282000
1,1.0,800,1.0,250000
4,1.75,2670,2.0,400000
5,2.75,3260,1.0,681500
2,1.0,860,1.0,200000
4,4.5,3850,2.0,995000
4,2.5,2040,2.0,355000
3,2.25,1790,1.0,425000
4,3.0,3740,2.0,869000
3,3.25,2660,2.0,915000
4,2.0,3140,1.0,925000
3,1.0,1160,1.5,390000
3,2.25,1860,2.0,330000
4,3.0,1630,1.0,482500
3,2.25,1750,3.0,525000
3,1.0,1300,1.0,237000
3,1.0,960,1.0,205000
3,2.5,1850,2.0,623000
4,2.75,3260,2.0,565000
4,2.25,2420,1.0,400000
3,1.0,1460,1.5,405000
4,3.0,2240,2.0,337000
2,1.0,1240,1.0,355000
3,2.25,2060,1.0,885000
5,2.75,2280,1.0,420000
4,2.5,2510,2.0,448000
4,2.75,3150,2.0,800000
5,2.25,2780,2.0,830000
6,1.75,2380,2.0,725000
3,2.25,2140,2.0,780000
2,1.0,840,1.0,325000
4,2.25,2170,1.0,488800
4,2.0,2120,1.0,489000
3,2.75,3290,2.0,595000
5,2.25,2290,1.0,359900
4,2.75,3730,2.0,925000
3,2.5,2440,2.0,625000
3,2.5,2570,2.0,339990
4,2.5,2970,2.0,775950
5,3.0,2630,2.0,420000
3,3.25,1530,2.0,654000
3,3.5,3690,2.0,725000
2,1.0,1230,2.0,375000
4,2.25,2330,2.0,639500
4,2.0,2160,1.5,849000
4,1.5,1550,1.0,418000
4,1.75,1780,1.0,442900
3,1.75,2610,1.5,750000
3,2.5,3290,2.0,930000
2,1.75,1330,1.0,565000
4,3.5,3530,2.0,874150
4,2.5,2090,2.0,545000
4,2.5,2040,1.0,500000
4,2.5,2370,2.0,687000
4,2.5,2810,2.0,810000
3,2.5,2050,1.0,439500
3,1.75,2870,1.5,802000
4,2.5,2130,1.0,732600
4,2.5,2580,2.0,374000
4,2.5,2380,2.0,330000
4,2.0,1940,1.0,365000
2,2.0,1610,2.0,290900
3,2.5,2060,1.0,577000
2,1.0,1010,1.0,280000
4,2.5,2810,2.0,675000
3,2.25,2380,1.0,800000
2,1.0,1060,1.0,299995
3,1.75,1560,1.0,440000
2,1.75,1500,1.0,249500
2,1.0,970,1.0,690000
3,1.0,1170,1.0,235000
3,2.5,2280,2.0,320000
7,3.0,2800,1.0,350000
4,1.5,1150,1.5,334000
6,3.0,2180,2.0,235000
4,2.5,2520,2.0,442000
3,1.75,1760,1.0,264000
2,1.0,1180,1.0,275000
2,1.5,950,1.0,430000
3,2.5,1900,2.0,550000
4,2.5,2300,2.0,775000
6,2.75,2660,1.0,603500
3,1.0,1530,1.5,230000
4,2.5,1850,1.0,449000
3,2.0,1200,1.0,420000
4,2.25,2270,1.0,735000
3,1.5,1090,1.0,200000
3,2.75,1100,2.0,286000
3,2.5,1640,3.0,579000
3,3.75,1950,1.0,345100
3,1.75,1660,1.5,350000
3,1.0,880,1.5,291500
3,2.5,1500,2.0,649950
3,2.0,1890,2.0,458500
3,1.0,1150,2.0,500000
3,2.5,2430,2.0,362300
4,1.75,2110,1.0,324000
3,2.0,2950,2.0,495000
3,2.25,1650,2.0,233500
3,2.25,2110,2.0,479000
4,2.25,2010,2.0,322200
4,2.5,3030,2.0,835000
3,1.0,1270,1.0,347000
3,1.75,1610,1.0,725000
3,1.0,1140,2.0,345000
3,2.5,2110,2.0,345950
3,1.75,1840,1.0,550000
3,1.75,1560,1.0,399950
3,1.75,1840,1.0,269500
4,2.5,1830,1.0,494000
4,1.75,2120,1.0,453000
3,1.75,1600,1.0,442500
4,1.75,1450,1.5,235000
3,1.75,1880,1.0,389800
3,1.75,1270,1.0,346000
4,1.5,1720,1.0,360000
4,2.5,2400,2.0,650000
3,1.0,1150,1.0,290000
2,1.0,870,1.0,234000
4,2.5,2000,2.0,260000
3,2.0,2420,1.0,349900
3,1.0,1080,1.0,275000
4,2.5,3420,2.0,725000
4,2.5,1870,2.0,375000
4,2.5,2500,1.0,806000
3,2.5,2150,2.0,470000
3,2.25,1470,2.0,490000
5,2.0,2130,1.5,615000
3,1.0,1000,1.0,249000
3,1.75,2390,1.0,396500
2,1.0,860,1.0,405000
3,2.5,1960,2.0,560000
4,2.5,2000,2.0,459950
3,1.0,1620,1.5,265000
6,2.5,2890,1.0,502000
3,1.75,1300,1.0,430000
2,1.0,1080,1.0,525000
4,2.5,2170,1.0,415000
3,2.5,2260,2.0,600000
3,1.75,1580,1.0,225000
4,2.5,2620,2.0,300000
4,2.5,1540,2.0,491234
4,3.25,3440,2.0,905000
5,2.5,1740,1.0,199950
4,1.75,2160,1.0,450000
3,1.0,1480,2.0,899000
2,1.75,2260,2.0,649000
4,3.5,3910,2.0,780000
4,1.75,1700,1.5,400000
5,2.5,4470,2.5,831500
3,1.75,1800,1.0,471001
3,3.25,1630,3.0,385000
3,1.0,1030,1.0,326000
1,1.0,720,1.0,335000
4,1.5,1890,1.0,320000
4,2.5,1840,2.0,300000
4,2.5,2540,2.0,269950
4,2.5,3220,1.5,590000
3,2.0,1820,1.5,750000
3,1.75,1230,1.0,239950
3,2.0,1340,1.0,215000
3,1.0,1200,1.0,165000
3,1.75,1390,1.0,261350
4,2.0,1730,1.0,569000
3,2.25,1580,1.0,425000
4,3.0,3520,1.0,800000
4,2.5,2650,1.0,715000
3,1.75,1310,1.0,337000
4,2.5,2300,2.0,560000
3,2.25,1780,1.0,449500
3,3.25,1980,3.0,660000
2,1.5,1300,1.0,685000
5,3.5,3500,2.0,905000
3,1.0,1830,1.0,403500
3,2.25,1520,3.0,405000
4,2.75,2700,2.0,385000
3,2.5,1660,2.0,285000
3,2.0,1310,1.0,249900
4,3.5,2960,2.0,633634
3,2.5,2242,2.0,329900
3,2.5,2540,2.0,310000
3,1.5,1420,2.0,345000
3,1.5,1270,2.0,160797
3,2.25,1300,2.0,562500
5,3.0,3190,1.0,664950
5,3.25,2910,2.0,515000
3,2.25,1630,2.0,497000
5,3.0,2300,2.0,312891
3,2.5,3310,2.0,670000
2,1.5,940,2.0,362500
2,0.75,1020,2.0,402101
3,1.75,1520,1.0,438000
4,1.75,2330,1.5,687500
3,1.5,1010,1.0,160000
3,1.75,1070,1.0,415000
3,2.5,3170,2.0,405000
4,2.5,3030,3.0,880000
3,2.5,2270,2.0,585000
4,2.5,2341,2.0,640000
3,3.5,2130,2.0,819000
3,1.75,2300,1.0,520000
3,1.0,1660,1.0,367500
4,2.75,2610,1.0,762500
3,1.0,2150,1.0,300000
3,2.5,2410,1.0,625000
2,1.5,1580,1.0,530000
3,2.5,1740,2.0,379000
2,1.0,1270,1.0,615000
2,2.25,2550,2.0,660000
3,2.25,1860,2.0,380000
4,1.75,2700,1.0,314900
3,1.5,1460,1.0,324950
3,1.75,1330,1.0,225000
3,2.5,2070,2.0,535000
3,1.5,1360,1.0,348500
4,2.5,2650,2.0,725000
4,3.0,3580,1.5,925000
2,1.0,2034,1.0,549000
3,2.0,1230,1.0,400000
4,2.5,2450,2.0,620000
6,2.75,2840,1.0,665000
4,2.5,2090,2.0,349950
4,2.0,2470,1.5,339000
3,1.75,1720,1.0,615000
4,3.25,3090,2.0,751000
4,1.75,2320,1.5,941000
4,1.75,1740,1.0,600000
4,2.5,2950,2.0,455000
3,2.5,1500,1.0,485000
3,1.5,1810,1.0,358000
3,1.0,1100,1.0,339000
3,1.0,1490,1.0,258000
2,1.5,1200,2.0,455000
4,2.5,1890,1.0,437000
3,1.75,2200,1.0,689000
4,2.5,2510,1.0,319000
3,2.25,1420,3.0,510000
3,1.75,2000,1.0,440000
4,2.5,3220,2.0,875000
4,2.0,1310,1.0,304000
2,1.0,690,1.0,139000
3,1.75,1150,1.0,464500
3,1.0,1480,1.0,336500
4,1.75,1850,1.0,230000
3,2.5,1930,2.0,425000
2,1.0,750,1.0,300000
3,2.25,1430,2.0,457500
3,1.75,1840,1.0,366000
3,2.0,1300,1.0,502000
3,1.0,1050,1.0,194000
4,2.25,2210,2.0,305000
4,2.5,4620,2.0,575000
4,1.75,1760,1.0,343500
3,1.0,850,1.0,325000
4,3.25,4690,2.0,600000
4,3.5,3920,2.0,850000
3,2.5,2140,2.0,420000
2,2.0,1180,1.0,257500
5,2.5,2360,1.0,317000
3,2.25,3060,1.5,970000
3,2.25,1670,1.0,252000
3,1.5,1820,1.5,683500
3,2.5,1970,2.0,289000
2,2.25,930,2.0,355000
3,3.5,2300,1.0,675000
3,2.5,2590,1.0,396500
4,1.75,1450,1.0,362500
4,1.75,1540,1.0,395000
5,2.75,2730,1.0,599000
3,1.0,880,1.0,218000
4,2.5,3190,2.0,589950
3,1.5,1330,1.0,218000
3,1.75,1500,1.0,360000
2,1.0,740,1.0,350000
4,3.0,2560,2.0,350000
3,2.0,2540,1.5,845000
3,2.5,3200,1.0,839000
4,3.0,3330,1.0,850000
2,1.0,900,1.0,329950
4,1.5,1600,1.5,425000
2,1.0,970,1.0,210000
2,1.0,1130,1.0,631500
2,1.0,650,1.0,295000
3,2.25,2400,1.5,575000
3,2.5,2280,2.0,415000
4,2.25,3550,1.0,859000
4,2.5,2050,2.0,639888
2,1.5,830,2.0,329445
4,2.5,2440,2.0,745641
3,2.5,1600,2.0,395000
4,3.5,3190,2.0,790000
4,1.0,2550,2.0,890000
3,2.5,2180,1.0,400000
3,2.0,1410,1.0,365500
3,2.0,1410,1.0,245000
4,2.5,2340,2.0,390000
3,1.0,1320,1.0,196500
3,1.0,1270,1.0,276900
3,4.5,4380,2.0,995000
3,2.5,1860,2.0,505000
4,1.0,1530,1.0,352000
4,4.0,3570,2.0,597326
2,1.0,1740,1.0,800000
3,2.5,1670,1.0,270000
4,2.0,1570,2.0,235000
2,2.5,1590,2.0,409900
5,2.5,2980,2.0,739900
4,2.5,2690,2.0,608000
2,1.0,900,1.0,381500
2,0.75,1440,1.0,562100
4,2.5,3000,2.0,740000
3,1.0,1640,1.5,308000
5,3.5,3100,1.0,905000
4,3.5,4000,2.0,762000
4,2.0,2020,1.5,356000
3,1.5,1840,1.5,750000
4,2.25,2100,1.0,418800
4,2.25,2460,1.0,276000
3,2.5,2610,2.0,725000
3,2.0,1460,1.0,285000
3,1.0,1050,1.0,205000
3,2.5,1790,2.0,583000
4,2.5,2180,1.5,657000
4,2.25,2050,2.0,386000
5,3.0,2790,1.0,589950
3,2.25,1700,1.5,575000
3,2.5,2380,2.0,574000
5,2.0,2000,1.5,690500
2,1.75,1670,1.0,565000
3,1.5,1190,1.0,500000
6,2.25,3040,1.0,330000
2,1.0,780,1.0,286000
3,1.5,2330,1.0,450000
4,2.75,2840,1.5,870000
4,2.5,2490,2.0,725000
2,1.0,770,1.0,275000
3,2.75,1850,1.0,645000
3,1.0,1090,1.0,152000
4,2.0,1780,1.5,315000
1,0.75,930,1.0,190000
4,2.5,2770,2.0,700000
3,1.0,1250,1.5,233000
4,2.25,1830,2.0,249000
2,1.0,870,1.0,310000
3,1.5,1150,1.0,265950
5,3.25,4500,2.0,860000
3,1.0,1150,1.5,200000
4,2.25,2000,2.0,402000
6,2.0,1900,1.0,305000
3,1.75,1640,1.0,505000
3,2.5,2420,2.0,482000
3,1.75,1790,1.0,299950
4,2.5,3920,2.0,770000
3,2.25,1640,1.0,245700
3,1.0,890,1.0,283000
4,2.75,1910,1.0,650000
5,2.25,2140,1.0,530000
3,1.75,2030,1.0,440000
3,2.25,2680,1.0,599990
4,2.5,2030,2.0,544000
2,1.0,2060,1.0,270000
2,1.0,1060,1.5,435000
3,1.0,1010,1.0,349000
4,2.5,2000,2.0,320000
4,2.5,3070,2.0,804100
3,2.25,1270,2.0,594000
4,2.75,3110,1.0,531500
3,2.25,1400,2.0,374500
4,2.75,2310,1.0,450000
5,2.5,2700,1.0,744500
5,2.25,2370,2.0,913888
4,2.5,2760,2.0,760000
2,1.75,1610,1.0,346500
3,1.75,1230,1.0,280000
3,1.75,1900,1.0,557500
3,1.5,1580,1.0,260000
3,1.75,1620,1.0,640000
7,2.5,1940,2.0,280000
3,1.0,1230,1.0,205000
5,3.25,3160,2.0,957000
5,2.5,2700,1.0,625000
4,1.5,1880,1.0,680000
2,1.0,890,1.0,150000
3,2.5,1720,2.0,255950
3,2.5,1620,2.0,246500
2,1.0,1380,1.0,450000
3,1.75,1870,1.0,595888
3,1.0,1970,1.0,454000
3,1.0,1110,1.0,299900
3,2.0,1190,1.0,200000
3,1.0,1150,1.0,346500
4,2.75,2890,1.0,585000
3,1.75,1500,1.0,383000
4,2.5,1950,1.5,519000
3,1.5,1250,1.0,410000
4,2.5,2070,2.0,578000
2,2.25,1350,2.0,395000
3,2.5,1800,2.0,364000
3,2.25,1481,2.0,240000
3,2.5,1730,2.0,328423
4,2.75,2720,2.0,594000
3,2.5,2320,3.0,425000
3,2.5,1860,2.0,309620
5,2.5,2025,2.0,260000
3,2.5,1400,3.5,563500
5,3.0,2620,2.0,975000
3,1.75,2450,2.0,937000
3,3.5,1590,3.0,518500
4,1.75,2085,1.0,563500
3,2.25,1780,2.0,350000
4,2.5,3060,2.0,826000
3,2.0,1700,1.0,225000
4,2.0,1330,1.0,235867
4,3.0,3060,2.0,399000
3,1.5,1220,1.0,177500
4,1.5,1600,1.0,224000
4,1.75,1530,1.5,302000
3,2.5,1980,1.0,760000
3,2.5,1730,1.0,460000
3,1.0,1170,1.0,415000
2,1.75,1950,1.0,669000
3,2.0,1470,1.0,254600
3,1.5,1400,1.0,357250
4,3.5,4040,2.0,910000
6,3.0,3110,1.5,725000
3,1.5,1490,1.5,670000
4,1.5,1770,2.0,440000
2,1.0,950,1.0,320000
4,2.5,2430,2.0,310000
4,2.5,2660,1.0,772650
4,2.5,2670,2.0,669950
5,3.5,2720,2.0,690000
4,2.5,3200,1.0,385000
3,2.5,2480,1.5,663000
3,2.25,1780,1.0,300000
2,1.75,1590,1.0,225500
3,2.0,1550,1.5,320000
3,2.75,2850,1.0,775000
3,2.75,2600,1.5,805000
4,1.0,1230,1.5,252750
5,2.0,2080,1.0,254000
6,3.5,3600,2.0,620000
4,2.75,2110,1.0,435000
4,2.5,2550,1.0,460000
3,2.5,1650,2.0,268000
2,1.5,1370,2.0,446000
2,1.0,1010,1.0,285000
3,2.0,2330,2.5,530000
2,1.0,620,1.0,402000
3,1.5,2450,1.0,358000
4,2.75,2530,1.0,354950
4,2.5,2220,2.0,405000
4,1.75,2110,1.0,568000
5,3.0,3690,1.0,575000
4,2.5,1940,1.0,315000
4,2.25,2070,2.0,280927
4,2.5,2160,1.0,440000
4,2.25,2600,1.0,270000
4,2.75,2880,1.5,755000
4,2.25,2260,2.0,289659
5,3.0,3640,2.0,555000
3,1.5,1530,1.0,450000
3,1.75,1440,1.0,495000
4,1.75,1720,1.0,580000
4,2.5,2480,1.0,560000
2,1.75,840,1.0,450000
3,2.0,2270,1.0,815000
4,2.5,2580,2.0,354000
3,1.75,1580,1.0,279900
2,1.0,950,1.0,339000
3,3.25,3740,2.5,710000
4,2.75,2620,1.0,815000
3,1.75,2080,1.0,800000
3,2.0,1660,1.0,638000
3,1.75,1520,1.0,475580
3,1.0,1140,1.0,243800
3,2.5,3240,2.0,600000
3,2.0,2460,1.0,620000
4,2.75,1750,1.5,750000
3,1.75,2430,2.0,626000
3,1.0,1060,1.0,230000
3,3.0,2410,2.0,537000
2,1.0,720,1.0,210000
3,1.75,1260,1.0,200500
3,1.0,1640,1.0,253500
3,1.0,1310,1.0,150000
3,1.5,2120,1.0,440000
3,1.75,3320,1.5,667000
3,1.0,1210,1.0,660000
3,2.75,2590,2.0,695000
4,2.5,2250,2.0,440000
3,1.0,1090,1.5,219500
3,1.5,1660,2.0,220000
2,1.0,1780,1.0,270000
4,3.5,3370,2.0,900000
4,2.5,2990,2.0,800000
5,2.0,2280,1.5,365000
5,2.75,2830,1.5,451000
2,1.0,920,1.0,202000
2,1.75,1240,1.0,471000
4,2.5,3230,1.0,827000
5,2.5,2500,1.0,235000
2,1.75,1390,1.0,216500
5,1.75,1940,1.5,359000
3,2.0,1900,1.0,252500
3,1.5,2380,1.0,370000
3,2.0,1480,1.0,663000
4,3.75,3460,2.0,971971
3,1.75,1444,1.5,420000
4,3.0,1930,1.0,330675
4,1.0,1200,1.5,240000
3,2.5,1769,2.0,334888
3,2.5,2490,2.5,414000
4,3.25,3060,2.0,782900
4,2.75,3030,2.0,525000
3,2.5,2370,2.0,429900
3,3.25,1370,2.0,390000
3,1.75,1500,1.0,224000
3,2.25,1715,2.0,257500
2,1.0,1110,1.0,665000
5,2.75,2400,2.0,327000
3,1.0,1520,1.5,425000
4,2.75,3190,2.0,687500
3,2.25,2400,1.5,672500
3,1.0,1060,1.0,140000
2,1.75,1220,1.0,215500
4,2.25,2020,1.0,464900
4,2.25,2300,1.0,417000
4,2.75,2300,1.0,453000
3,2.5,1660,2.0,700000
3,1.75,1650,1.0,259500
4,2.5,2110,1.0,460000
3,1.75,1960,1.0,561500
4,2.5,2770,2.0,641000
4,1.75,2440,1.0,330000
2,1.0,1320,1.0,447000
4,2.5,2570,2.0,320000
2,1.0,940,1.0,212700
2,1.0,700,1.0,260000
3,2.0,1400,2.0,410000
4,2.5,1890,2.0,355000
2,1.0,720,1.0,275500
3,1.75,2410,1.0,415000
3,2.5,1630,1.0,279000
5,1.75,2330,1.0,350000
2,2.25,1330,2.0,355000
4,2.25,3190,2.0,750000
3,1.75,1400,1.0,235000
3,1.0,970,1.0,209950
3,1.75,1010,1.0,230000
3,2.5,3580,1.5,725000
2,1.0,1050,1.0,430000
5,2.5,2500,1.0,661500
3,3.0,2630,2.0,738000
3,1.0,910,1.0,221000
3,2.5,2610,2.0,665000
3,2.5,1720,2.0,255000
3,1.75,2040,1.0,355000
5,2.5,3260,1.5,755000
3,1.5,1590,1.0,300000
4,1.0,1440,1.5,500000
2,1.0,900,1.0,191000
6,4.0,3120,2.0,315000
3,2.5,1060,2.0,415000
4,2.5,3000,2.0,394000
3,2.5,2230,2.0,490000
5,1.75,1890,1.5,523460
4,3.5,4150,2.0,550000
3,1.75,1780,1.0,342000
4,2.5,2710,2.0,560000
2,1.5,1640,1.5,710000
3,2.5,2570,2.0,399950
2,1.0,1500,1.0,480000
3,1.0,2710,2.0,410000
4,1.75,2860,1.0,530000
2,0.75,840,1.0,528000
4,2.5,2990,2.0,469900
5,1.0,1170,1.0,397000
3,1.5,1200,1.0,718500
2,1.0,1020,1.0,195000
2,1.0,910,1.0,285000
1,1.0,700,1.0,295000
4,1.75,2420,1.0,602000
3,1.75,1950,1.0,235000
4,2.5,3060,2.0,465000
4,1.0,1390,1.0,234000
2,1.5,1200,3.0,504200
3,2.5,2440,2.0,710000
3,3.25,2310,2.0,589500
3,2.75,2600,1.5,415000
3,2.25,1490,2.0,735000
3,2.5,2432,2.0,427000
4,2.75,3610,2.0,982000
4,3.0,2530,2.0,459000
4,2.75,2790,2.0,483453
3,3.0,1670,1.0,246950
1,1.5,1170,2.0,235000
4,2.0,1350,3.0,288790
2,1.75,1110,2.0,229800
1,1.25,1100,3.0,516500
3,1.0,1040,1.0,234000
2,1.75,1910,2.0,230000
4,1.0,1370,1.0,300000
3,1.5,1500,1.5,470000
3,1.0,1200,1.0,339900
2,1.0,1050,1.0,650000
5,2.5,2670,1.5,585000
4,2.5,2190,1.0,699900
4,2.5,3130,2.0,598000
3,2.5,1700,1.0,475000
3,1.75,1700,1.0,314500
3,3.5,1360,2.0,397000
3,2.0,1610,1.0,345000
5,2.75,2130,1.0,325000
3,1.0,1800,1.0,265000
4,2.75,2950,1.0,402000
3,2.25,2120,2.0,835000
4,2.5,3500,2.0,780000
3,2.0,1440,1.0,250000
2,2.5,1780,2.0,935000
2,1.0,960,1.0,300000
2,1.75,1510,1.0,419000
1,1.5,1010,1.0,410000
3,1.75,3600,2.0,461000
3,1.75,1300,1.0,385000
4,2.25,2500,1.5,669500
3,2.25,2090,1.0,491950
3,2.25,2070,1.5,560000
3,1.0,1320,1.0,370000
4,2.0,1360,1.0,263400
2,1.0,930,1.0,100000
3,2.5,1760,1.5,289950
3,1.75,1410,2.0,263000
4,2.5,2570,2.0,397500
3,2.75,1300,1.0,245000
3,1.0,1580,1.0,535000
4,2.5,2960,2.0,449000
4,3.0,2330,2.0,490000
4,2.25,2070,1.0,445800
2,1.0,970,1.0,345000
3,2.25,2310,2.0,327500
4,2.5,2290,2.0,436500
3,2.25,1720,1.0,550000
2,1.5,1190,1.0,441000
2,1.0,870,1.0,406500
2,1.5,1068,2.0,243000
4,2.75,2140,2.0,359500
4,2.5,3300,2.0,760000
5,3.25,2820,1.5,408000
4,3.0,2440,2.0,480000
4,1.5,1800,1.5,875000
3,1.0,1010,1.0,308000
4,2.75,3220,1.5,880000
2,1.0,1200,2.0,170000
3,2.25,1470,2.0,491500
3,2.5,2600,2.0,515000
4,1.5,2750,1.0,550000
2,1.0,1320,1.0,255000
3,2.5,3350,2.0,635000
3,2.5,2650,2.0,850000
2,2.0,1860,1.0,265000
3,1.0,960,1.0,349810
4,1.75,2010,1.0,972000
2,1.0,900,1.0,235000
4,2.5,2340,2.0,330000
4,3.0,3720,3.0,500000
3,2.0,1890,1.0,570000
3,2.5,1460,2.0,544000
3,2.5,3180,1.0,439000
4,2.25,1980,2.0,530000
2,2.0,1090,3.0,427500
4,2.5,2230,2.0,337000
4,2.0,1880,1.0,435000
5,3.0,2870,1.0,765000
4,1.75,2120,1.0,492650
4,2.5,2700,2.0,383962
4,2.5,3670,2.5,950000
3,2.5,1220,2.0,457000
4,2.5,3560,3.0,882566
4,3.25,3530,2.0,963000
4,2.5,2280,2.0,345000
3,3.5,3830,2.0,800000
3,2.0,2050,1.0,314500
3,2.5,3660,2.0,530000
4,2.5,3350,2.0,650000
3,2.0,1270,1.0,349500
3,1.0,1200,1.0,165050
3,2.5,2200,2.0,580000
3,2.5,1680,1.0,330000
5,3.5,3840,2.0,875000
2,1.0,950,1.0,500000
4,2.5,2280,2.0,445000
4,2.5,1970,2.0,274900
3,1.5,1620,1.0,219950
4,2.5,2600,2.0,691500
2,1.0,1250,1.0,459500
4,1.75,2130,1.5,955500
4,1.75,2550,1.0,328950
3,1.0,1150,1.5,307000
3,1.75,1040,1.0,382500
3,2.25,1640,2.0,478000
2,1.0,770,1.0,260000
4,3.25,4350,1.0,850000
4,1.75,1700,1.0,616000
3,1.75,2050,1.0,540000
3,2.25,1660,2.0,300000
3,1.75,1990,1.0,507500
3,2.0,1770,1.0,241000
3,2.25,2440,2.0,485000
3,2.5,2620,2.0,695000
4,2.5,2440,2.0,548000
2,1.0,1080,1.0,345000
3,1.0,1090,1.0,280000
3,1.75,1400,1.0,450000
3,2.5,2010,2.0,515000
5,2.5,3290,2.0,739900
2,2.5,2510,2.0,600000
2,1.0,860,1.0,370000
4,2.5,2840,1.0,729032
3,1.75,1750,2.0,510000
3,1.5,1300,1.0,425000
3,2.25,1460,3.0,337000
4,1.0,1410,1.5,563000
3,2.0,1190,1.5,245000
3,2.0,1410,1.0,590000
3,2.0,2500,1.5,695000
2,1.0,800,1.0,402500
3,2.5,2530,2.0,435000
3,2.0,2570,1.0,660000
3,2.75,2090,1.0,300000
5,2.25,2980,1.0,600000
3,1.75,1170,1.0,205000
3,3.5,2080,2.0,357500
2,2.5,1050,2.0,332888
2,1.0,900,1.0,174000
2,1.0,1050,1.0,515000
5,2.25,3740,1.5,392000
4,1.75,1430,2.0,485000
3,1.75,1400,1.0,217500
3,2.25,1600,2.0,502000
3,2.25,2880,2.0,820000
2,1.0,820,1.0,102500
5,5.5,5190,2.0,925000
4,2.5,2180,1.0,540000
2,1.0,910,1.5,600000
4,1.0,1580,1.5,406000
4,3.0,2130,1.0,620000
3,2.0,1240,1.0,401000
3,1.75,1860,2.0,725000
1,0.75,370,1.0,276000
5,3.25,3130,2.0,500000
3,1.75,2530,1.0,375000
3,2.25,1920,1.0,260000
4,2.5,2300,2.0,431000
4,2.5,1830,2.0,321000
